gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,MonthlyCharges,TotalCharges,Churn,totalcharges
Male,0,No,No,53,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,24.6,1279,No,1279.0
Male,1,No,No,51,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,25.0,1260.7,No,1260.7
Male,0,Yes,Yes,11,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.95,267.35,No,267.35
Male,0,Yes,Yes,60,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,110.6,6586.85,No,6586.85
Male,0,No,No,17,Yes,Yes,Yes,No,No,No,No,Month-to-month,55.5,934.15,No,934.15
Male,0,No,No,3,Yes,No,No,No,No,No,No,Month-to-month,43.3,123.65,Yes,123.65
Male,0,Yes,No,70,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,109.5,7534.65,Yes,7534.65
Male,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.45,19.45,No,19.45
Male,1,No,No,43,Yes,No,No,No,No,Yes,No,Month-to-month,84.85,3645.6,No,3645.6
Female,0,Yes,No,16,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.6,314.45,No,314.45
Female,0,Yes,Yes,57,Yes,Yes,Yes,No,No,No,No,One year,53.45,3053,No,3053.0
Male,0,Yes,Yes,37,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.8,677.05,No,677.05
Female,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,112.1,7965.95,No,7965.95
Female,1,No,No,11,Yes,No,No,No,No,No,Yes,Month-to-month,84.8,906.85,Yes,906.85
Female,1,Yes,No,50,Yes,No,Yes,Yes,No,Yes,No,Month-to-month,95.05,4888.7,Yes,4888.7
Male,1,No,No,5,Yes,No,No,Yes,No,No,No,Month-to-month,50.35,237.25,Yes,237.25
Male,0,Yes,No,1,Yes,No,No,No,No,No,No,Month-to-month,74.6,74.6,Yes,74.6
Male,0,No,No,16,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.7,342.4,Yes,342.4
Male,1,Yes,No,2,Yes,No,No,Yes,No,No,No,Month-to-month,74.2,140.1,No,140.1
Female,0,No,No,17,Yes,No,No,Yes,Yes,Yes,No,Month-to-month,69.0,1108,No,1108.0
Female,0,No,No,16,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.35,295.55,No,295.55
Female,0,No,No,15,Yes,No,No,Yes,No,No,Yes,Month-to-month,59.45,892.65,Yes,892.65
Female,0,No,No,10,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.8,198.25,No,198.25
Female,0,No,Yes,46,Yes,Yes,Yes,No,Yes,Yes,Yes,One year,105.2,4822.85,Yes,4822.85
Male,0,Yes,Yes,64,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,109.2,6741.15,No,6741.15
Female,0,No,No,1,Yes,No,Yes,No,No,No,No,Month-to-month,79.15,79.15,No,79.15
Male,0,Yes,Yes,25,Yes,No,Yes,Yes,No,No,No,One year,53.65,1355.45,No,1355.45
Male,0,Yes,Yes,71,Yes,Yes,Yes,Yes,Yes,Yes,No,Two year,100.2,7209,No,7209.0
Male,0,No,No,8,Yes,No,No,No,No,No,No,Month-to-month,45.15,438.4,Yes,438.4
Female,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,108.65,7726.35,No,7726.35
Female,0,Yes,No,49,No,Yes,No,No,No,Yes,No,Month-to-month,40.65,2070.75,No,2070.75
Male,0,Yes,Yes,29,No,Yes,Yes,Yes,Yes,No,Yes,One year,55.35,1636.95,No,1636.95
Male,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,No,Yes,Two year,105.6,7581.5,No,7581.5
Male,0,Yes,No,31,Yes,No,Yes,Yes,No,Yes,No,Month-to-month,93.8,3019.5,Yes,3019.5
Female,0,No,No,50,Yes,No,No,No,No,Yes,Yes,Month-to-month,95.7,4729.75,No,4729.75
Male,0,Yes,No,71,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,83.2,6126.1,No,6126.1
Male,1,Yes,No,70,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,90.05,6333.4,No,6333.4
Male,0,No,No,71,Yes,Yes,No,No,Yes,No,Yes,One year,97.65,6687.85,No,6687.85
Male,0,Yes,Yes,61,Yes,Yes,Yes,Yes,Yes,No,No,Two year,68.05,4158.25,No,4158.25
Male,0,No,No,32,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,96.2,3183.4,Yes,3183.4
Female,0,No,Yes,1,Yes,No,No,No,No,No,Yes,Month-to-month,79.6,79.6,Yes,79.6
Male,0,No,No,68,Yes,Yes,Yes,Yes,No,No,Yes,Two year,102.1,7149.35,No,7149.35
Male,0,No,No,62,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,23.4,1429.65,No,1429.65
Female,0,No,Yes,7,Yes,No,No,No,No,No,No,Month-to-month,71.05,472.65,No,472.65
Male,0,No,No,20,Yes,No,No,No,No,Yes,No,Month-to-month,85.25,1734.5,Yes,1734.5
Male,0,Yes,Yes,6,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.45,113.5,No,113.5
Female,1,No,No,33,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,59.45,1884.65,No,1884.65
Male,0,Yes,Yes,28,Yes,No,No,No,No,Yes,Yes,One year,92.2,2568.15,No,2568.15
Male,0,No,No,27,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.85,470,No,470.0
Male,0,No,No,7,Yes,No,No,No,No,No,No,Month-to-month,43.9,278.4,No,278.4
Male,0,No,No,26,Yes,No,No,No,Yes,No,No,Month-to-month,80.5,2088.8,Yes,2088.8
Male,1,No,No,5,Yes,No,Yes,No,No,No,Yes,Month-to-month,89.8,502.6,Yes,502.6
Male,1,No,No,30,Yes,Yes,No,No,No,No,Yes,Month-to-month,90.5,2595.85,No,2595.85
Male,0,No,No,63,Yes,No,Yes,No,No,No,Yes,One year,90.45,5825.5,No,5825.5
Male,0,No,No,1,Yes,No,Yes,No,No,No,No,Month-to-month,50.75,50.75,Yes,50.75
Female,0,No,Yes,53,Yes,No,Yes,Yes,Yes,Yes,Yes,One year,84.6,4449.75,No,4449.75
Female,0,Yes,Yes,14,Yes,No,Yes,No,Yes,No,Yes,Month-to-month,89.65,1208.35,Yes,1208.35
Female,0,No,No,21,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-month,99.15,1956.4,No,1956.4
Male,0,No,No,17,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.95,310.6,No,310.6
Male,0,Yes,Yes,16,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.5,290.55,No,290.55
Female,0,No,No,35,Yes,No,No,Yes,No,No,Yes,Month-to-month,62.1,2096.1,No,2096.1
Female,1,No,No,32,Yes,No,No,No,No,No,Yes,Month-to-month,79.5,2665,No,2665.0
Female,0,Yes,Yes,28,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.55,543.8,No,543.8
Female,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.35,20.35,No,20.35
Male,0,No,No,59,No,No,No,No,Yes,Yes,Yes,Month-to-month,51.7,3005.8,No,3005.8
Female,0,Yes,Yes,72,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,23.3,1623.15,No,1623.15
Male,0,No,No,36,Yes,No,Yes,No,Yes,No,Yes,One year,65.4,2498.4,Yes,2498.4
Female,0,No,No,40,Yes,Yes,Yes,No,No,Yes,No,Month-to-month,65.1,2586,No,2586.0
Male,0,Yes,Yes,40,Yes,No,No,Yes,No,No,No,Month-to-month,81.2,3292.3,No,3292.3
Female,0,No,Yes,9,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,72.9,651.4,Yes,651.4
Male,0,Yes,Yes,63,Yes,Yes,Yes,Yes,Yes,Yes,No,Two year,74.5,4674.55,No,4674.55
Female,0,No,No,3,Yes,No,No,No,No,Yes,No,Month-to-month,80.5,232.35,No,232.35
Male,0,Yes,Yes,40,No,No,Yes,Yes,Yes,Yes,Yes,One year,60.3,2448.5,No,2448.5
Male,0,Yes,No,8,Yes,Yes,No,No,No,No,No,Month-to-month,75.0,658.1,No,658.1
Male,1,Yes,No,34,Yes,Yes,No,No,Yes,Yes,No,One year,90.15,3128.8,No,3128.8
Male,0,No,No,5,No,Yes,No,Yes,Yes,No,No,Month-to-month,40.0,223.45,Yes,223.45
Male,1,No,No,9,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,99.45,919.4,Yes,919.4
Male,0,Yes,No,9,Yes,No,Yes,Yes,No,No,Yes,Month-to-month,69.05,653.95,No,653.95
Male,0,Yes,Yes,31,Yes,No,No,No,No,No,Yes,Month-to-month,59.7,1825.5,No,1825.5
Female,0,Yes,No,50,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.85,943.1,No,943.1
Female,0,No,No,2,Yes,Yes,Yes,No,Yes,No,No,Month-to-month,86.25,181.65,Yes,181.65
Female,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,45.65,45.65,Yes,45.65
Male,0,No,No,8,Yes,No,No,No,No,No,No,Month-to-month,70.1,551.35,Yes,551.35
Female,0,No,No,9,No,No,Yes,No,No,No,Yes,Month-to-month,40.75,359.4,No,359.4
Female,1,No,No,2,Yes,No,No,No,No,No,No,Month-to-month,70.2,115.95,Yes,115.95
Female,0,No,No,3,Yes,Yes,Yes,No,No,No,No,Month-to-month,55.35,165.2,Yes,165.2
Male,0,Yes,No,25,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,95.7,2338.35,No,2338.35
Male,1,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,46.3,46.3,No,46.3
Female,0,Yes,Yes,45,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,81.3,3541.1,No,3541.1
Male,1,Yes,Yes,51,Yes,No,Yes,Yes,No,No,No,Month-to-month,84.2,4146.05,Yes,4146.05
Female,0,Yes,Yes,55,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.0,1087.25,No,1087.25
Female,0,No,No,38,Yes,Yes,Yes,Yes,No,No,No,Month-to-month,66.15,2522.4,No,2522.4
Male,0,No,No,2,Yes,No,No,No,No,No,No,Month-to-month,45.85,81,Yes,81.0
Male,0,Yes,Yes,38,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.6,717.3,No,717.3
Male,0,No,No,34,Yes,No,Yes,No,No,No,No,Month-to-month,49.8,1734.2,No,1734.2
Female,0,Yes,No,70,Yes,No,No,Yes,No,Yes,Yes,One year,101.75,7069.3,No,7069.3
Female,0,No,No,13,Yes,Yes,No,No,Yes,No,No,One year,55.15,742.9,No,742.9
Male,0,No,No,39,Yes,No,No,No,No,No,No,Month-to-month,75.25,3017.65,Yes,3017.65
Female,0,No,No,61,Yes,No,Yes,Yes,No,Yes,Yes,One year,103.95,6423,No,6423.0
Female,0,No,No,12,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,100.15,1164.3,Yes,1164.3
Male,0,No,No,41,Yes,No,Yes,No,Yes,Yes,Yes,Two year,99.65,4220.35,No,4220.35
Male,0,No,No,21,Yes,No,No,No,No,No,No,Month-to-month,73.7,1558.7,No,1558.7
Male,1,No,No,55,No,No,No,Yes,No,Yes,Yes,One year,50.05,2743.45,No,2743.45
Male,0,Yes,No,69,No,Yes,No,Yes,Yes,Yes,Yes,Two year,60.25,4055.5,No,4055.5
Male,1,Yes,Yes,26,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,105.75,2710.25,Yes,2710.25
Female,1,Yes,No,69,Yes,Yes,Yes,No,No,No,Yes,One year,87.3,6055.55,No,6055.55
Female,1,Yes,No,18,No,No,No,Yes,No,Yes,Yes,Month-to-month,48.35,810.7,Yes,810.7
Male,0,Yes,Yes,47,Yes,No,Yes,No,No,No,No,Month-to-month,54.25,2538.2,No,2538.2
Female,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,85.3,6129.2,No,6129.2
Male,1,Yes,No,33,No,No,Yes,Yes,Yes,Yes,No,Month-to-month,50.0,1750.85,No,1750.85
Female,0,Yes,Yes,2,No,No,No,No,No,No,No,Month-to-month,24.4,36.55,Yes,36.55
Female,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,90.95,6652.45,No,6652.45
Male,1,Yes,No,37,Yes,No,No,No,No,No,No,Month-to-month,72.25,2575.45,No,2575.45
Female,1,Yes,Yes,62,Yes,No,Yes,Yes,No,No,Yes,Month-to-month,96.1,6019.35,No,6019.35
Female,0,Yes,No,71,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.85,1379.6,No,1379.6
Male,0,No,Yes,23,Yes,No,Yes,No,Yes,No,No,Month-to-month,55.3,1284.2,No,1284.2
Female,0,No,No,16,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.1,296.15,No,296.15
Male,0,No,No,9,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-month,69.5,653.25,No,653.25
Male,0,Yes,Yes,17,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,25.15,412.6,No,412.6
Female,0,No,No,4,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.95,85.5,Yes,85.5
Female,1,Yes,No,1,Yes,Yes,No,No,No,No,No,Month-to-month,49.55,49.55,Yes,49.55
Female,0,Yes,No,24,Yes,No,No,Yes,No,No,No,Month-to-month,79.65,1928.7,No,1928.7
Female,1,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,71.25,71.25,No,71.25
Male,1,No,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,113.8,7845.8,No,7845.8
Female,0,Yes,No,72,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,24.55,1750.7,No,1750.7
Female,0,No,Yes,11,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.7,216.2,No,216.2
Male,0,No,No,9,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.25,178.5,Yes,178.5
Female,1,Yes,No,2,Yes,No,Yes,No,No,No,No,Month-to-month,50.15,115.1,Yes,115.1
Female,1,Yes,No,60,Yes,No,No,Yes,No,Yes,Yes,One year,100.5,6029,No,6029.0
Male,1,Yes,No,29,Yes,No,Yes,Yes,No,No,Yes,Month-to-month,95.9,2745.2,Yes,2745.2
Female,0,No,No,49,Yes,No,No,Yes,Yes,Yes,Yes,Two year,74.45,3721.9,No,3721.9
Female,1,No,No,30,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,104.1,3121.1,No,3121.1
Female,0,Yes,No,53,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.05,990.45,No,990.45
Male,0,No,Yes,39,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,25.0,1004.35,No,1004.35
Female,0,No,No,9,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.05,157.65,No,157.65
Male,0,No,No,39,Yes,No,No,Yes,Yes,No,No,One year,81.9,3219.75,No,3219.75
Male,1,No,No,8,Yes,No,No,No,No,No,No,Month-to-month,69.7,572.85,No,572.85
Female,0,Yes,Yes,51,Yes,No,No,Yes,No,No,Yes,One year,90.15,4554.85,No,4554.85
Male,0,Yes,Yes,71,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,25.35,1847.55,No,1847.55
Male,1,No,No,71,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,24.65,1766.75,No,1766.75
Female,1,Yes,No,70,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.55,1462.05,No,1462.05
Female,1,No,No,1,No,No,No,No,No,No,No,Month-to-month,25.25,25.25,Yes,25.25
Male,0,Yes,No,38,No,Yes,Yes,No,Yes,Yes,Yes,Two year,60.0,2193.2,No,2193.2
Female,0,Yes,No,28,Yes,No,Yes,Yes,No,No,Yes,Month-to-month,89.9,2433.5,No,2433.5
Female,0,Yes,No,32,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.4,641.15,No,641.15
Male,1,Yes,No,49,Yes,No,Yes,No,No,No,No,Two year,49.8,2398.4,No,2398.4
Female,0,Yes,Yes,37,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,24.1,861.85,No,861.85
Female,0,No,No,10,Yes,No,No,Yes,Yes,No,No,Month-to-month,54.25,583,No,583.0
Male,0,Yes,No,67,Yes,Yes,Yes,Yes,No,Yes,Yes,One year,109.9,7332.4,No,7332.4
Male,0,No,No,7,No,No,No,Yes,Yes,No,No,One year,35.5,249.55,No,249.55
Female,0,No,No,51,Yes,No,No,No,No,Yes,Yes,One year,87.55,4475.9,No,4475.9
Female,0,No,No,9,Yes,No,No,No,No,No,No,Month-to-month,45.15,416.45,Yes,416.45
Female,0,No,No,9,Yes,No,No,No,No,Yes,Yes,Month-to-month,88.4,788.6,No,788.6
Male,0,No,No,4,Yes,No,No,No,Yes,No,No,Month-to-month,50.8,202.3,No,202.3
Male,0,Yes,No,71,Yes,Yes,Yes,Yes,No,Yes,No,Two year,99.0,6994.6,No,6994.6
Female,0,Yes,Yes,50,Yes,No,No,No,No,Yes,No,Month-to-month,84.4,4116.15,Yes,4116.15
Female,1,Yes,Yes,24,Yes,No,No,Yes,No,Yes,Yes,Two year,96.55,2263.45,No,2263.45
Male,0,Yes,No,22,Yes,Yes,No,No,No,Yes,No,One year,59.75,1374.35,No,1374.35
Male,0,No,No,44,Yes,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,111.5,4915.15,No,4915.15
Female,0,Yes,Yes,33,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,24.25,838.5,No,838.5
Female,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,75.1,75.1,Yes,75.1
Female,0,Yes,No,54,Yes,No,No,No,No,Yes,Yes,One year,70.15,3715.65,Yes,3715.65
Male,0,No,No,42,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,101.75,4273.45,Yes,4273.45
Female,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,45.8,45.8,Yes,45.8
Female,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.5,20.5,No,20.5
Male,0,No,No,30,Yes,Yes,Yes,No,Yes,Yes,No,One year,70.4,2044.75,No,2044.75
Female,0,No,No,1,No,No,No,No,Yes,No,No,Month-to-month,30.55,30.55,No,30.55
Male,0,Yes,Yes,16,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,84.9,1398.25,No,1398.25
Male,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.1,20.1,Yes,20.1
Male,0,Yes,No,9,No,No,No,No,Yes,Yes,No,Month-to-month,40.65,328.95,Yes,328.95
Male,1,Yes,No,46,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,101.0,4680.05,Yes,4680.05
Male,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,69.1,69.1,Yes,69.1
Male,0,Yes,No,71,Yes,Yes,No,No,Yes,No,No,Two year,54.5,3778.2,No,3778.2
Male,0,No,No,43,Yes,No,No,No,No,No,No,Month-to-month,75.35,3161.4,No,3161.4
Male,0,Yes,No,50,No,Yes,No,No,Yes,Yes,No,One year,44.45,2188.45,No,2188.45
Female,0,No,No,13,Yes,No,No,No,No,No,No,Month-to-month,75.0,999.45,Yes,999.45
Male,0,Yes,Yes,19,Yes,No,Yes,No,Yes,Yes,Yes,One year,100.0,1888.65,Yes,1888.65
Female,0,No,No,41,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,98.05,3990.6,No,3990.6
Female,1,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,71.15,71.15,Yes,71.15
Female,0,No,No,24,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,54.15,1240.25,Yes,1240.25
Female,0,Yes,No,40,Yes,No,Yes,No,No,Yes,No,One year,63.9,2635,No,2635.0
Female,0,Yes,Yes,3,Yes,No,Yes,Yes,No,Yes,No,Month-to-month,69.15,235,No,235.0
Female,0,No,No,37,Yes,Yes,No,No,No,Yes,No,One year,64.65,2347.85,No,2347.85
Female,0,Yes,Yes,67,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,108.75,7156.2,Yes,7156.2
Female,0,Yes,Yes,32,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,98.85,3089.6,No,3089.6
Female,0,Yes,No,6,Yes,No,No,No,Yes,No,No,Month-to-month,49.15,270.8,Yes,270.8
Female,0,Yes,Yes,32,Yes,Yes,No,No,No,Yes,No,Month-to-month,89.6,2901.8,No,2901.8
Female,0,No,No,59,Yes,No,Yes,Yes,No,No,No,Month-to-month,83.25,4949.1,No,4949.1
Female,0,Yes,No,30,Yes,No,Yes,Yes,Yes,No,Yes,One year,70.25,2198.9,No,2198.9
Male,0,No,Yes,20,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.4,374.5,Yes,374.5
Female,0,Yes,Yes,27,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,24.5,761.95,No,761.95
Female,1,No,No,20,Yes,Yes,No,No,No,No,No,Month-to-month,79.15,1520.9,Yes,1520.9
Male,0,No,Yes,9,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.1,190.25,No,190.25
Female,0,Yes,Yes,68,Yes,Yes,Yes,Yes,No,Yes,No,One year,73.0,5163,No,5163.0
Female,0,Yes,Yes,69,Yes,Yes,No,No,Yes,No,No,Two year,61.4,4059.85,No,4059.85
Male,0,No,No,26,Yes,No,No,Yes,Yes,No,No,Month-to-month,84.3,2281.6,No,2281.6
Male,0,Yes,Yes,69,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.9,1356.7,No,1356.7
Male,0,No,No,11,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.4,231.45,No,231.45
Male,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,50.75,50.75,No,50.75
Male,0,Yes,Yes,10,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.45,242.4,No,242.4
Female,0,Yes,Yes,55,Yes,Yes,Yes,No,Yes,No,Yes,One year,75.75,4264.25,No,4264.25
Male,0,No,No,44,Yes,Yes,No,No,Yes,Yes,No,One year,65.4,2774.55,No,2774.55
Male,1,Yes,No,46,Yes,No,No,No,No,No,Yes,Month-to-month,80.4,3605.2,Yes,3605.2
Male,0,Yes,Yes,69,Yes,Yes,Yes,Yes,No,No,No,Two year,59.75,4069.9,No,4069.9
Male,1,No,No,11,Yes,No,No,No,No,No,Yes,Month-to-month,78.5,874.2,No,874.2
Female,0,Yes,No,11,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,102.0,1145.35,Yes,1145.35
Male,0,No,No,29,Yes,No,No,Yes,No,No,No,Month-to-month,48.95,1323.7,No,1323.7
Female,0,Yes,No,57,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,99.65,5497.05,No,5497.05
Male,0,No,No,28,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,18.25,534.7,No,534.7
Female,0,No,No,42,Yes,Yes,No,Yes,No,No,No,Month-to-month,54.55,2455.05,No,2455.05
Female,0,No,No,2,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.65,38.7,Yes,38.7
Male,0,No,Yes,23,No,Yes,Yes,No,Yes,No,No,One year,40.65,947.4,No,947.4
Female,0,Yes,Yes,18,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.45,357,No,357.0
Male,0,Yes,Yes,62,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,24.8,1476.25,No,1476.25
Female,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,70.8,70.8,Yes,70.8
Male,0,No,No,16,Yes,No,No,No,Yes,No,Yes,Month-to-month,89.05,1448.6,Yes,1448.6
Female,0,No,No,3,Yes,No,No,No,No,Yes,Yes,Month-to-month,96.6,291.9,Yes,291.9
